"email","skill_name","level"
"olivia.lopez.cand@public.local","Execution","5"
"noah.lopez.cand@public.local","Communication","4"
"noah.lopez.cand@public.local","Problem Solving","4"
"noah.lopez.cand@public.local","Collaboration","4"
"noah.lopez.cand@public.local","Execution","4"
"emma.lopez.cand@public.local","Communication","3"
"emma.lopez.cand@public.local","Problem Solving","3"
"emma.lopez.cand@public.local","Collaboration","3"
"emma.lopez.cand@public.local","Execution","3"
"liam.lopez.cand@public.local","Communication","5"
"liam.lopez.cand@public.local","Problem Solving","5"
"liam.lopez.cand@public.local","Collaboration","5"
"liam.lopez.cand@public.local","Execution","5"
"sophia.lopez.cand@public.local","Communication","3"
"sophia.lopez.cand@public.local","Problem Solving","3"
"sophia.lopez.cand@public.local","Collaboration","3"
"sophia.lopez.cand@public.local","Execution","3"
"mason.lopez.cand@public.local","Communication","4"
"mason.lopez.cand@public.local","Problem Solving","4"
"mason.lopez.cand@public.local","Collaboration","4"
"mason.lopez.cand@public.local","Execution","4"
"isabella.lopez.cand@public.local","Communication","3"
"isabella.lopez.cand@public.local","Problem Solving","3"
"isabella.lopez.cand@public.local","Collaboration","3"
"isabella.lopez.cand@public.local","Execution","3"
"lucas.lopez.cand@public.local","Communication","5"
"lucas.lopez.cand@public.local","Problem Solving","5"
"lucas.lopez.cand@public.local","Collaboration","5"
"lucas.lopez.cand@public.local","Execution","5"
"mia.lopez.cand@public.local","Communication","4"
"mia.lopez.cand@public.local","Problem Solving","4"
"mia.lopez.cand@public.local","Collaboration","4"
"mia.lopez.cand@public.local","Execution","4"
"ethan.lopez.cand@public.local","Communication","5"
"ethan.lopez.cand@public.local","Problem Solving","5"
"ethan.lopez.cand@public.local","Collaboration","5"
"ethan.lopez.cand@public.local","Execution","5"
"amelia.lopez.cand@public.local","Communication","4"
"amelia.lopez.cand@public.local","Problem Solving","4"
"amelia.lopez.cand@public.local","Collaboration","4"
"amelia.lopez.cand@public.local","Execution","4"
"james.lopez.cand@public.local","Communication","4"
"james.lopez.cand@public.local","Problem Solving","4"
"james.lopez.cand@public.local","Collaboration","4"
"james.lopez.cand@public.local","Execution","4"
"harper.lopez.cand@public.local","Communication","4"
"harper.lopez.cand@public.local","Problem Solving","4"
"harper.lopez.cand@public.local","Collaboration","4"
"harper.lopez.cand@public.local","Execution","4"
"benjamin.lopez.cand@public.local","Communication","3"
"benjamin.lopez.cand@public.local","Problem Solving","3"
"benjamin.lopez.cand@public.local","Collaboration","3"
"benjamin.lopez.cand@public.local","Execution","3"
"evelyn.lopez.cand@public.local","Communication","4"
"evelyn.lopez.cand@public.local","Problem Solving","4"
"evelyn.lopez.cand@public.local","Collaboration","4"
"evelyn.lopez.cand@public.local","Execution","4"
"elijah.lopez.cand@public.local","Communication","5"
"elijah.lopez.cand@public.local","Problem Solving","5"
"elijah.lopez.cand@public.local","Collaboration","5"
"elijah.lopez.cand@public.local","Execution","5"
"abigail.lopez.cand@public.local","Communication","3"
"abigail.lopez.cand@public.local","Problem Solving","3"
"abigail.lopez.cand@public.local","Collaboration","3"
"abigail.lopez.cand@public.local","Execution","3"
"daniel.lopez.cand@public.local","Communication","5"
"daniel.lopez.cand@public.local","Problem Solving","5"
"daniel.lopez.cand@public.local","Collaboration","5"
"daniel.lopez.cand@public.local","Execution","5"
"ella.lopez.cand@public.local","Communication","3"
"ella.lopez.cand@public.local","Problem Solving","3"
"ella.lopez.cand@public.local","Collaboration","3"
"ella.lopez.cand@public.local","Execution","3"
"aarav.hughes.cand@public.local","Communication","5"
"aarav.hughes.cand@public.local","Problem Solving","5"
"aarav.hughes.cand@public.local","Collaboration","5"
"aarav.hughes.cand@public.local","Execution","5"
"olivia.hughes.cand@public.local","Communication","3"
"olivia.hughes.cand@public.local","Problem Solving","3"
"olivia.hughes.cand@public.local","Collaboration","3"
"olivia.hughes.cand@public.local","Execution","3"
"noah.hughes.cand@public.local","Communication","5"
"noah.hughes.cand@public.local","Problem Solving","5"
"noah.hughes.cand@public.local","Collaboration","5"
"noah.hughes.cand@public.local","Execution","5"
"emma.hughes.cand@public.local","Communication","2"
"emma.hughes.cand@public.local","Problem Solving","2"
"emma.hughes.cand@public.local","Collaboration","2"
"emma.hughes.cand@public.local","Execution","2"
"liam.hughes.cand@public.local","Communication","4"
"liam.hughes.cand@public.local","Problem Solving","4"
"liam.hughes.cand@public.local","Collaboration","4"
"liam.hughes.cand@public.local","Execution","4"
"sophia.hughes.cand@public.local","Communication","4"
"sophia.hughes.cand@public.local","Problem Solving","4"
"sophia.hughes.cand@public.local","Collaboration","4"
"sophia.hughes.cand@public.local","Execution","4"
"mason.hughes.cand@public.local","Communication","2"
"mason.hughes.cand@public.local","Problem Solving","2"
"mason.hughes.cand@public.local","Collaboration","2"
"mason.hughes.cand@public.local","Execution","2"
"isabella.hughes.cand@public.local","Communication","2"
"isabella.hughes.cand@public.local","Problem Solving","2"
"isabella.hughes.cand@public.local","Collaboration","2"
"isabella.hughes.cand@public.local","Execution","2"
"lucas.hughes.cand@public.local","Communication","3"
"lucas.hughes.cand@public.local","Problem Solving","3"
"lucas.hughes.cand@public.local","Collaboration","3"
"lucas.hughes.cand@public.local","Execution","3"
"mia.hughes.cand@public.local","Communication","4"
"mia.hughes.cand@public.local","Problem Solving","4"
"mia.hughes.cand@public.local","Collaboration","4"
"mia.hughes.cand@public.local","Execution","4"
"ethan.hughes.cand@public.local","Communication","3"
"ethan.hughes.cand@public.local","Problem Solving","3"
"ethan.hughes.cand@public.local","Collaboration","3"
"ethan.hughes.cand@public.local","Execution","3"
"amelia.hughes.cand@public.local","Communication","3"
"amelia.hughes.cand@public.local","Problem Solving","3"
"amelia.hughes.cand@public.local","Collaboration","3"
"amelia.hughes.cand@public.local","Execution","3"
"james.hughes.cand@public.local","Communication","5"
"james.hughes.cand@public.local","Problem Solving","5"
"james.hughes.cand@public.local","Collaboration","5"
"james.hughes.cand@public.local","Execution","5"
"harper.hughes.cand@public.local","Communication","4"
"harper.hughes.cand@public.local","Problem Solving","4"
"harper.hughes.cand@public.local","Collaboration","4"
"harper.hughes.cand@public.local","Execution","4"
"benjamin.hughes.cand@public.local","Communication","3"
"benjamin.hughes.cand@public.local","Problem Solving","3"
"benjamin.hughes.cand@public.local","Collaboration","3"
"benjamin.hughes.cand@public.local","Execution","3"
"evelyn.hughes.cand@public.local","Communication","2"
"evelyn.hughes.cand@public.local","Problem Solving","2"
"evelyn.hughes.cand@public.local","Collaboration","2"
"evelyn.hughes.cand@public.local","Execution","2"
"elijah.hughes.cand@public.local","Communication","2"
"elijah.hughes.cand@public.local","Problem Solving","2"
"elijah.hughes.cand@public.local","Collaboration","2"
"elijah.hughes.cand@public.local","Execution","2"
"abigail.hughes.cand@public.local","Communication","2"
"abigail.hughes.cand@public.local","Problem Solving","2"
"abigail.hughes.cand@public.local","Collaboration","2"
"abigail.hughes.cand@public.local","Execution","2"
"daniel.hughes.cand@public.local","Communication","4"
"daniel.hughes.cand@public.local","Problem Solving","4"
"daniel.hughes.cand@public.local","Collaboration","4"
"daniel.hughes.cand@public.local","Execution","4"
"ella.hughes.cand@public.local","Communication","5"
"ella.hughes.cand@public.local","Problem Solving","5"
"ella.hughes.cand@public.local","Collaboration","5"
"ella.hughes.cand@public.local","Execution","5"
"aarav.torres.cand@public.local","Communication","2"
"aarav.torres.cand@public.local","Problem Solving","2"
"aarav.torres.cand@public.local","Collaboration","2"
"aarav.torres.cand@public.local","Execution","2"
"olivia.torres.cand@public.local","Communication","3"
"olivia.torres.cand@public.local","Problem Solving","3"
"olivia.torres.cand@public.local","Collaboration","3"
"olivia.torres.cand@public.local","Execution","3"
"noah.torres.cand@public.local","Communication","3"
"noah.torres.cand@public.local","Problem Solving","3"
"noah.torres.cand@public.local","Collaboration","3"
"noah.torres.cand@public.local","Execution","3"
"emma.torres.cand@public.local","Communication","4"
"emma.torres.cand@public.local","Problem Solving","4"
"emma.torres.cand@public.local","Collaboration","4"
"emma.torres.cand@public.local","Execution","4"
"liam.torres.cand@public.local","Communication","4"
"liam.torres.cand@public.local","Problem Solving","4"
"liam.torres.cand@public.local","Collaboration","4"
"liam.torres.cand@public.local","Execution","4"
"sophia.torres.cand@public.local","Communication","4"
"sophia.torres.cand@public.local","Problem Solving","4"
"sophia.torres.cand@public.local","Collaboration","4"
"sophia.torres.cand@public.local","Execution","4"
"mason.torres.cand@public.local","Communication","5"
"mason.torres.cand@public.local","Problem Solving","5"
"mason.torres.cand@public.local","Collaboration","5"
"mason.torres.cand@public.local","Execution","5"
"isabella.torres.cand@public.local","Communication","2"
"isabella.torres.cand@public.local","Problem Solving","2"
"isabella.torres.cand@public.local","Collaboration","2"
"isabella.torres.cand@public.local","Execution","2"
"lucas.torres.cand@public.local","Communication","5"
"lucas.torres.cand@public.local","Problem Solving","5"
"lucas.torres.cand@public.local","Collaboration","5"
"lucas.torres.cand@public.local","Execution","5"
"mia.torres.cand@public.local","Communication","3"
"mia.torres.cand@public.local","Problem Solving","3"
"mia.torres.cand@public.local","Collaboration","3"
"mia.torres.cand@public.local","Execution","3"
"ethan.torres.cand@public.local","Communication","4"
"ethan.torres.cand@public.local","Problem Solving","4"
"ethan.torres.cand@public.local","Collaboration","4"
"ethan.torres.cand@public.local","Execution","4"
"amelia.torres.cand@public.local","Communication","5"
"amelia.torres.cand@public.local","Problem Solving","5"
"amelia.torres.cand@public.local","Collaboration","5"
"amelia.torres.cand@public.local","Execution","5"
"james.torres.cand@public.local","Communication","3"
"james.torres.cand@public.local","Problem Solving","3"
"james.torres.cand@public.local","Collaboration","3"
"james.torres.cand@public.local","Execution","3"
"harper.torres.cand@public.local","Communication","2"
"harper.torres.cand@public.local","Problem Solving","2"
"harper.torres.cand@public.local","Collaboration","2"
"harper.torres.cand@public.local","Execution","2"
"benjamin.torres.cand@public.local","Communication","5"
"benjamin.torres.cand@public.local","Problem Solving","5"
"benjamin.torres.cand@public.local","Collaboration","5"
"benjamin.torres.cand@public.local","Execution","5"
"evelyn.torres.cand@public.local","Communication","2"
"evelyn.torres.cand@public.local","Problem Solving","2"
"evelyn.torres.cand@public.local","Collaboration","2"
"evelyn.torres.cand@public.local","Execution","2"
"elijah.torres.cand@public.local","Communication","2"
"elijah.torres.cand@public.local","Problem Solving","2"
"elijah.torres.cand@public.local","Collaboration","2"
"elijah.torres.cand@public.local","Execution","2"
"abigail.torres.cand@public.local","Communication","2"
"abigail.torres.cand@public.local","Problem Solving","2"
"abigail.torres.cand@public.local","Collaboration","2"
"abigail.torres.cand@public.local","Execution","2"
"daniel.torres.cand@public.local","Communication","5"
"daniel.torres.cand@public.local","Problem Solving","5"
"daniel.torres.cand@public.local","Collaboration","5"
"daniel.torres.cand@public.local","Execution","5"
"ella.torres.cand@public.local","Communication","5"
"ella.torres.cand@public.local","Problem Solving","5"
"ella.torres.cand@public.local","Collaboration","5"
"ella.torres.cand@public.local","Execution","5"
"aarav.bennett.cand@public.local","Communication","2"
"aarav.bennett.cand@public.local","Problem Solving","2"
"aarav.bennett.cand@public.local","Collaboration","2"
"aarav.bennett.cand@public.local","Execution","2"
"olivia.bennett.cand@public.local","Communication","5"
"olivia.bennett.cand@public.local","Problem Solving","5"
"olivia.bennett.cand@public.local","Collaboration","5"
"olivia.bennett.cand@public.local","Execution","5"
"noah.bennett.cand@public.local","Communication","3"
"noah.bennett.cand@public.local","Problem Solving","3"
"noah.bennett.cand@public.local","Collaboration","3"
"noah.bennett.cand@public.local","Execution","3"
"emma.bennett.cand@public.local","Communication","4"
"emma.bennett.cand@public.local","Problem Solving","4"
"emma.bennett.cand@public.local","Collaboration","4"
"emma.bennett.cand@public.local","Execution","4"
"liam.bennett.cand@public.local","Communication","3"
"liam.bennett.cand@public.local","Problem Solving","3"
"liam.bennett.cand@public.local","Collaboration","3"
"liam.bennett.cand@public.local","Execution","3"
"sophia.bennett.cand@public.local","Communication","5"
"sophia.bennett.cand@public.local","Problem Solving","5"
"sophia.bennett.cand@public.local","Collaboration","5"
"sophia.bennett.cand@public.local","Execution","5"
"mason.bennett.cand@public.local","Communication","5"
"mason.bennett.cand@public.local","Problem Solving","5"
"mason.bennett.cand@public.local","Collaboration","5"
"mason.bennett.cand@public.local","Execution","5"
"isabella.bennett.cand@public.local","Communication","3"
"isabella.bennett.cand@public.local","Problem Solving","3"
"isabella.bennett.cand@public.local","Collaboration","3"
"isabella.bennett.cand@public.local","Execution","3"
"lucas.bennett.cand@public.local","Communication","3"
"lucas.bennett.cand@public.local","Problem Solving","3"
"lucas.bennett.cand@public.local","Collaboration","3"
"lucas.bennett.cand@public.local","Execution","3"
"mia.bennett.cand@public.local","Communication","3"
"mia.bennett.cand@public.local","Problem Solving","3"
"mia.bennett.cand@public.local","Collaboration","3"
"mia.bennett.cand@public.local","Execution","3"
"ethan.bennett.cand@public.local","Communication","3"
"ethan.bennett.cand@public.local","Problem Solving","3"
"ethan.bennett.cand@public.local","Collaboration","3"
"ethan.bennett.cand@public.local","Execution","3"
"amelia.bennett.cand@public.local","Communication","3"
"amelia.bennett.cand@public.local","Problem Solving","3"
"amelia.bennett.cand@public.local","Collaboration","3"
"amelia.bennett.cand@public.local","Execution","3"
"james.bennett.cand@public.local","Communication","5"
"james.bennett.cand@public.local","Problem Solving","5"
"james.bennett.cand@public.local","Collaboration","5"
"james.bennett.cand@public.local","Execution","5"
"harper.bennett.cand@public.local","Communication","2"
"harper.bennett.cand@public.local","Problem Solving","2"
"harper.bennett.cand@public.local","Collaboration","2"
"harper.bennett.cand@public.local","Execution","2"
"benjamin.bennett.cand@public.local","Communication","5"
"benjamin.bennett.cand@public.local","Problem Solving","5"
"benjamin.bennett.cand@public.local","Collaboration","5"
"benjamin.bennett.cand@public.local","Execution","5"
"evelyn.bennett.cand@public.local","Communication","3"
"evelyn.bennett.cand@public.local","Problem Solving","3"
"evelyn.bennett.cand@public.local","Collaboration","3"
"evelyn.bennett.cand@public.local","Execution","3"
"elijah.bennett.cand@public.local","Communication","4"
"elijah.bennett.cand@public.local","Problem Solving","4"
"elijah.bennett.cand@public.local","Collaboration","4"
"elijah.bennett.cand@public.local","Execution","4"
"abigail.bennett.cand@public.local","Communication","3"
"abigail.bennett.cand@public.local","Problem Solving","3"
"abigail.bennett.cand@public.local","Collaboration","3"
"abigail.bennett.cand@public.local","Execution","3"
"daniel.bennett.cand@public.local","Communication","5"
"daniel.bennett.cand@public.local","Problem Solving","5"
"daniel.bennett.cand@public.local","Collaboration","5"
"daniel.bennett.cand@public.local","Execution","5"
"ella.bennett.cand@public.local","Communication","3"
"ella.bennett.cand@public.local","Problem Solving","3"
"ella.bennett.cand@public.local","Collaboration","3"
"ella.bennett.cand@public.local","Execution","3"
"aarav.ramirez.cand@public.local","Communication","4"
"aarav.ramirez.cand@public.local","Problem Solving","4"
"aarav.ramirez.cand@public.local","Collaboration","4"
"aarav.ramirez.cand@public.local","Execution","4"
"olivia.ramirez.cand@public.local","Communication","2"
"olivia.ramirez.cand@public.local","Problem Solving","2"
"olivia.ramirez.cand@public.local","Collaboration","2"
"olivia.ramirez.cand@public.local","Execution","2"
"noah.ramirez.cand@public.local","Communication","4"
"noah.ramirez.cand@public.local","Problem Solving","4"
"noah.ramirez.cand@public.local","Collaboration","4"
"noah.ramirez.cand@public.local","Execution","4"
"emma.ramirez.cand@public.local","Communication","4"
"emma.ramirez.cand@public.local","Problem Solving","4"
"emma.ramirez.cand@public.local","Collaboration","4"
"emma.ramirez.cand@public.local","Execution","4"
"liam.ramirez.cand@public.local","Communication","3"
"liam.ramirez.cand@public.local","Problem Solving","3"
"liam.ramirez.cand@public.local","Collaboration","3"
"liam.ramirez.cand@public.local","Execution","3"
"sophia.ramirez.cand@public.local","Communication","4"
"sophia.ramirez.cand@public.local","Problem Solving","4"
"sophia.ramirez.cand@public.local","Collaboration","4"
"sophia.ramirez.cand@public.local","Execution","4"
"mason.ramirez.cand@public.local","Communication","3"
"mason.ramirez.cand@public.local","Problem Solving","3"
"mason.ramirez.cand@public.local","Collaboration","3"
"mason.ramirez.cand@public.local","Execution","3"
"isabella.ramirez.cand@public.local","Communication","3"
"isabella.ramirez.cand@public.local","Problem Solving","3"
"isabella.ramirez.cand@public.local","Collaboration","3"
"isabella.ramirez.cand@public.local","Execution","3"
"lucas.ramirez.cand@public.local","Communication","4"
"lucas.ramirez.cand@public.local","Problem Solving","4"
"lucas.ramirez.cand@public.local","Collaboration","4"
"lucas.ramirez.cand@public.local","Execution","4"
"mia.ramirez.cand@public.local","Communication","4"
"mia.ramirez.cand@public.local","Problem Solving","4"
"mia.ramirez.cand@public.local","Collaboration","4"
"mia.ramirez.cand@public.local","Execution","4"
"ethan.ramirez.cand@public.local","Communication","3"
"ethan.ramirez.cand@public.local","Problem Solving","3"
"ethan.ramirez.cand@public.local","Collaboration","3"
"ethan.ramirez.cand@public.local","Execution","3"
"amelia.ramirez.cand@public.local","Communication","3"
"amelia.ramirez.cand@public.local","Problem Solving","3"
"amelia.ramirez.cand@public.local","Collaboration","3"
"amelia.ramirez.cand@public.local","Execution","3"
"james.ramirez.cand@public.local","Communication","4"
"james.ramirez.cand@public.local","Problem Solving","4"
"james.ramirez.cand@public.local","Collaboration","4"
"james.ramirez.cand@public.local","Execution","4"
"harper.ramirez.cand@public.local","Communication","3"
"harper.ramirez.cand@public.local","Problem Solving","3"
"harper.ramirez.cand@public.local","Collaboration","3"
"harper.ramirez.cand@public.local","Execution","3"
"benjamin.ramirez.cand@public.local","Communication","5"
"benjamin.ramirez.cand@public.local","Problem Solving","5"
"benjamin.ramirez.cand@public.local","Collaboration","5"
"benjamin.ramirez.cand@public.local","Execution","5"
"evelyn.ramirez.cand@public.local","Communication","3"
"evelyn.ramirez.cand@public.local","Problem Solving","3"
"evelyn.ramirez.cand@public.local","Collaboration","3"
"evelyn.ramirez.cand@public.local","Execution","3"
"elijah.ramirez.cand@public.local","Communication","2"
"elijah.ramirez.cand@public.local","Problem Solving","2"
"elijah.ramirez.cand@public.local","Collaboration","2"
"elijah.ramirez.cand@public.local","Execution","2"
"abigail.ramirez.cand@public.local","Communication","3"
"abigail.ramirez.cand@public.local","Problem Solving","3"
"abigail.ramirez.cand@public.local","Collaboration","3"
"abigail.ramirez.cand@public.local","Execution","3"
"daniel.ramirez.cand@public.local","Communication","2"
"daniel.ramirez.cand@public.local","Problem Solving","2"
"daniel.ramirez.cand@public.local","Collaboration","2"
"daniel.ramirez.cand@public.local","Execution","2"
"ella.ramirez.cand@public.local","Communication","2"
"ella.ramirez.cand@public.local","Problem Solving","2"
"ella.ramirez.cand@public.local","Collaboration","2"
"ella.ramirez.cand@public.local","Execution","2"
"aarav.shaw.cand@public.local","Communication","4"
"aarav.shaw.cand@public.local","Problem Solving","4"
"aarav.shaw.cand@public.local","Collaboration","4"
"aarav.shaw.cand@public.local","Execution","4"
"olivia.shaw.cand@public.local","Communication","5"
"olivia.shaw.cand@public.local","Problem Solving","5"
"olivia.shaw.cand@public.local","Collaboration","5"
"olivia.shaw.cand@public.local","Execution","5"
"noah.shaw.cand@public.local","Communication","2"
"noah.shaw.cand@public.local","Problem Solving","2"
"noah.shaw.cand@public.local","Collaboration","2"
"noah.shaw.cand@public.local","Execution","2"
"emma.shaw.cand@public.local","Communication","4"
"emma.shaw.cand@public.local","Problem Solving","4"
"emma.shaw.cand@public.local","Collaboration","4"
"emma.shaw.cand@public.local","Execution","4"
"liam.shaw.cand@public.local","Communication","3"
"liam.shaw.cand@public.local","Problem Solving","3"
"liam.shaw.cand@public.local","Collaboration","3"
"liam.shaw.cand@public.local","Execution","3"
"sophia.shaw.cand@public.local","Communication","5"
"sophia.shaw.cand@public.local","Problem Solving","5"
"sophia.shaw.cand@public.local","Collaboration","5"
"sophia.shaw.cand@public.local","Execution","5"
"mason.shaw.cand@public.local","Communication","4"
"mason.shaw.cand@public.local","Problem Solving","4"
"mason.shaw.cand@public.local","Collaboration","4"
"mason.shaw.cand@public.local","Execution","4"
"isabella.shaw.cand@public.local","Communication","5"
"isabella.shaw.cand@public.local","Problem Solving","5"
"isabella.shaw.cand@public.local","Collaboration","5"
"isabella.shaw.cand@public.local","Execution","5"
"lucas.shaw.cand@public.local","Communication","2"
"lucas.shaw.cand@public.local","Problem Solving","2"
"lucas.shaw.cand@public.local","Collaboration","2"
"lucas.shaw.cand@public.local","Execution","2"
"mia.shaw.cand@public.local","Communication","5"
"mia.shaw.cand@public.local","Problem Solving","5"
"mia.shaw.cand@public.local","Collaboration","5"
"mia.shaw.cand@public.local","Execution","5"
"ethan.shaw.cand@public.local","Communication","4"
"ethan.shaw.cand@public.local","Problem Solving","4"
"ethan.shaw.cand@public.local","Collaboration","4"
"ethan.shaw.cand@public.local","Execution","4"
"amelia.shaw.cand@public.local","Communication","4"
"amelia.shaw.cand@public.local","Problem Solving","4"
"amelia.shaw.cand@public.local","Collaboration","4"
"amelia.shaw.cand@public.local","Execution","4"
"james.shaw.cand@public.local","Communication","2"
"james.shaw.cand@public.local","Problem Solving","2"
"james.shaw.cand@public.local","Collaboration","2"
"james.shaw.cand@public.local","Execution","2"
"harper.shaw.cand@public.local","Communication","5"
"harper.shaw.cand@public.local","Problem Solving","5"
"harper.shaw.cand@public.local","Collaboration","5"
"harper.shaw.cand@public.local","Execution","5"
"benjamin.shaw.cand@public.local","Communication","4"
"benjamin.shaw.cand@public.local","Problem Solving","4"
"benjamin.shaw.cand@public.local","Collaboration","4"
"benjamin.shaw.cand@public.local","Execution","4"
"evelyn.shaw.cand@public.local","Communication","3"
"evelyn.shaw.cand@public.local","Problem Solving","3"
"evelyn.shaw.cand@public.local","Collaboration","3"
"evelyn.shaw.cand@public.local","Execution","3"
"elijah.shaw.cand@public.local","Communication","4"
"elijah.shaw.cand@public.local","Problem Solving","4"
"elijah.shaw.cand@public.local","Collaboration","4"
"elijah.shaw.cand@public.local","Execution","4"
"abigail.shaw.cand@public.local","Communication","5"
"abigail.shaw.cand@public.local","Problem Solving","5"
"abigail.shaw.cand@public.local","Collaboration","5"
"abigail.shaw.cand@public.local","Execution","5"
"daniel.shaw.cand@public.local","Communication","3"
"daniel.shaw.cand@public.local","Problem Solving","3"
"daniel.shaw.cand@public.local","Collaboration","3"
"daniel.shaw.cand@public.local","Execution","3"
"ella.shaw.cand@public.local","Communication","5"
"ella.shaw.cand@public.local","Problem Solving","5"
"ella.shaw.cand@public.local","Collaboration","5"
"ella.shaw.cand@public.local","Execution","5"
"aarav.cruz.cand@public.local","Communication","3"
"aarav.cruz.cand@public.local","Problem Solving","3"
"aarav.cruz.cand@public.local","Collaboration","3"
"aarav.cruz.cand@public.local","Execution","3"
"olivia.cruz.cand@public.local","Communication","4"
"olivia.cruz.cand@public.local","Problem Solving","4"
"olivia.cruz.cand@public.local","Collaboration","4"
"olivia.cruz.cand@public.local","Execution","4"
"noah.cruz.cand@public.local","Communication","4"
"noah.cruz.cand@public.local","Problem Solving","4"
"noah.cruz.cand@public.local","Collaboration","4"
"noah.cruz.cand@public.local","Execution","4"
"emma.cruz.cand@public.local","Communication","4"
"emma.cruz.cand@public.local","Problem Solving","4"
"emma.cruz.cand@public.local","Collaboration","4"
"emma.cruz.cand@public.local","Execution","4"
"liam.cruz.cand@public.local","Communication","3"
"liam.cruz.cand@public.local","Problem Solving","3"
"liam.cruz.cand@public.local","Collaboration","3"
"liam.cruz.cand@public.local","Execution","3"
"sophia.cruz.cand@public.local","Communication","4"
"sophia.cruz.cand@public.local","Problem Solving","4"
"sophia.cruz.cand@public.local","Collaboration","4"
"sophia.cruz.cand@public.local","Execution","4"
"mason.cruz.cand@public.local","Communication","3"
"mason.cruz.cand@public.local","Problem Solving","3"
"mason.cruz.cand@public.local","Collaboration","3"
"mason.cruz.cand@public.local","Execution","3"
"isabella.cruz.cand@public.local","Communication","4"
"isabella.cruz.cand@public.local","Problem Solving","4"
"isabella.cruz.cand@public.local","Collaboration","4"
"isabella.cruz.cand@public.local","Execution","4"
"lucas.cruz.cand@public.local","Communication","2"
"lucas.cruz.cand@public.local","Problem Solving","2"
"lucas.cruz.cand@public.local","Collaboration","2"
"lucas.cruz.cand@public.local","Execution","2"
"mia.cruz.cand@public.local","Communication","5"
"mia.cruz.cand@public.local","Problem Solving","5"
"mia.cruz.cand@public.local","Collaboration","5"
"mia.cruz.cand@public.local","Execution","5"
"ethan.cruz.cand@public.local","Communication","4"
"ethan.cruz.cand@public.local","Problem Solving","4"
"ethan.cruz.cand@public.local","Collaboration","4"
"ethan.cruz.cand@public.local","Execution","4"
"amelia.cruz.cand@public.local","Communication","2"
"amelia.cruz.cand@public.local","Problem Solving","2"
"amelia.cruz.cand@public.local","Collaboration","2"
"amelia.cruz.cand@public.local","Execution","2"
"james.cruz.cand@public.local","Communication","4"
"james.cruz.cand@public.local","Problem Solving","4"
"james.cruz.cand@public.local","Collaboration","4"
"james.cruz.cand@public.local","Execution","4"
"harper.cruz.cand@public.local","Communication","4"
"harper.cruz.cand@public.local","Problem Solving","4"
"harper.cruz.cand@public.local","Collaboration","4"
"harper.cruz.cand@public.local","Execution","4"
"benjamin.cruz.cand@public.local","Communication","4"
"benjamin.cruz.cand@public.local","Problem Solving","4"
"benjamin.cruz.cand@public.local","Collaboration","4"
"benjamin.cruz.cand@public.local","Execution","4"
"evelyn.cruz.cand@public.local","Communication","3"
"evelyn.cruz.cand@public.local","Problem Solving","3"
"evelyn.cruz.cand@public.local","Collaboration","3"
"evelyn.cruz.cand@public.local","Execution","3"
"elijah.cruz.cand@public.local","Communication","4"
"elijah.cruz.cand@public.local","Problem Solving","4"
"elijah.cruz.cand@public.local","Collaboration","4"
"elijah.cruz.cand@public.local","Execution","4"
"abigail.cruz.cand@public.local","Communication","2"
"abigail.cruz.cand@public.local","Problem Solving","2"
"abigail.cruz.cand@public.local","Collaboration","2"
"abigail.cruz.cand@public.local","Execution","2"
"daniel.cruz.cand@public.local","Communication","3"
"daniel.cruz.cand@public.local","Problem Solving","3"
"daniel.cruz.cand@public.local","Collaboration","3"
"daniel.cruz.cand@public.local","Execution","3"
"ella.cruz.cand@public.local","Communication","4"
"ella.cruz.cand@public.local","Problem Solving","4"
"ella.cruz.cand@public.local","Collaboration","4"
"ella.cruz.cand@public.local","Execution","4"
"aarav.powell.cand@public.local","Communication","5"
"aarav.powell.cand@public.local","Problem Solving","5"
"aarav.powell.cand@public.local","Collaboration","5"
"aarav.powell.cand@public.local","Execution","5"
"olivia.powell.cand@public.local","Communication","5"
"olivia.powell.cand@public.local","Problem Solving","5"
"olivia.powell.cand@public.local","Collaboration","5"
"olivia.powell.cand@public.local","Execution","5"
"noah.powell.cand@public.local","Communication","5"
"noah.powell.cand@public.local","Problem Solving","5"
"noah.powell.cand@public.local","Collaboration","5"
"noah.powell.cand@public.local","Execution","5"
"emma.powell.cand@public.local","Communication","3"
"emma.powell.cand@public.local","Problem Solving","3"
"emma.powell.cand@public.local","Collaboration","3"
"emma.powell.cand@public.local","Execution","3"
"liam.powell.cand@public.local","Communication","3"
"liam.powell.cand@public.local","Problem Solving","3"
"liam.powell.cand@public.local","Collaboration","3"
"liam.powell.cand@public.local","Execution","3"
"sophia.powell.cand@public.local","Communication","3"
"sophia.powell.cand@public.local","Problem Solving","3"
"sophia.powell.cand@public.local","Collaboration","3"
"sophia.powell.cand@public.local","Execution","3"
"mason.powell.cand@public.local","Communication","5"
"mason.powell.cand@public.local","Problem Solving","5"
"mason.powell.cand@public.local","Collaboration","5"
"mason.powell.cand@public.local","Execution","5"
"isabella.powell.cand@public.local","Communication","5"
"isabella.powell.cand@public.local","Problem Solving","5"
"isabella.powell.cand@public.local","Collaboration","5"
"isabella.powell.cand@public.local","Execution","5"
"lucas.powell.cand@public.local","Communication","5"
"lucas.powell.cand@public.local","Problem Solving","5"
